Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,1/27/2017 9:31:03 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,1/27/2017 9:21:02 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well (Opaque)
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.0 Degrees C
   Heater Power,On
   AxIS Version,2.3.3.5
   MiddleMan Firmware,2.3.3.5
   Maestro Firmware,2.3.3.5
,
AxIS Batch Process,
   AxIS Version,2.5.1.10
   File Name,ON_20170118_MW1145-16_09_00(000).raw
   Requested File Section,0s to 15m0s
   Actual File Section Run,0s to 15m0s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,300 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,5 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Coincident Event Filter,None
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),50
   Minimum Participating Electrodes (%),35
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,False
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,900.25

Treatment Averages,
Total Wells,48
Number of Spikes - Avg,5477.916667
Number of Spikes - Std,3864.944242
Mean Firing Rate (Hz) - Avg,0.381756
Mean Firing Rate (Hz) - Std,0.268467
Number of Active Electrodes - Avg,10.729167
Number of Active Electrodes - Std,4.014546
Weighted Mean Firing Rate (Hz) - Avg,0.492136
Weighted Mean Firing Rate (Hz) - Std,0.260203
Number of Bursts - Avg,242.520833
Number of Bursts - Std,131.404522
Burst Duration - Avg (s),0.1659
Burst Duration - Std (s),0.041355
Inter-Burst Interval - Avg (s),0.020045
Inter-Burst Interval - Std (s),0.004045
Burst Frequency - Avg (Hz),0.022634
Burst Frequency - Std (Hz),0.007481
Normalized Duration IQR - Avg,0.474935
Normalized Duration IQR - Std,0.113443
IBI Coefficient of Variation - Avg,0.676219
IBI Coefficient of Variation - Std,0.137838
Burst Percentage - Avg,56.925775
Burst Percentage - Std,12.052173
Number of Network Bursts - Avg,19.229167
Number of Network Bursts - Std,7.475462
Network Burst Frequency - Avg (Hz),0.023302
Network Burst Frequency - Std (Hz),0.005391
Network Burst Duration - Avg (sec),0.700542
Network Burst Duration - Std (sec),0.235835
Number of Elecs Participating in Burst - Avg,13.687709
Number of Elecs Participating in Burst - Std,13.687709
Network Burst Percentage - Avg,59.640509
Network Burst Percentage - Std,14.227776
Network IBI Coefficient of Variation - Avg,0.572204
Network IBI Coefficient of Variation - Std,0.15873
Network Normalized Duration IQR - Avg,0.533058
Network Normalized Duration IQR - Std,0.259524
Area Under Normalized Cross-Correlation - Avg,0.286231
Area Under Normalized Cross-Correlation - Std,0.111772
Area Under Cross-Correlation - Avg,0.54069
Area Under Cross-Correlation - Std,0.624213

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Spikes,0,11762,7390,3277,4925,2615,1223,0,9604,14034,7093,5690,3580,5808,3220,2753,9463,16126,7173,4260,3917,2642,3665,2788,2052,8430,5479,6427,1282,5726,3513,176,3254,6644,4552,6216,2486,3426,7571,5918,19051,9363,5295,6146,3486,4327,5054,4058
Mean Firing Rate (Hz),0,0.816579,0.513052,0.227506,0.341919,0.181547,0.084907,0,0.666759,0.974313,0.492433,0.395029,0.248542,0.403221,0.223549,0.191127,0.65697,1.11955,0.497987,0.295751,0.271938,0.183421,0.254443,0.193557,0.14246,0.585254,0.38038,0.446196,0.089003,0.397528,0.243891,0.012219,0.225909,0.492011,0.316023,0.431547,0.184097,0.237851,0.525618,0.438249,1.322619,0.650028,0.367606,0.426687,0.242016,0.300403,0.350875,0.281727
ISI Coefficient of Variation - Avg,,2.928944,2.481302,2.194559,3.839229,2.647462,2.02272,,3.144974,3.472885,2.644544,2.753865,2.762388,2.497667,2.083459,2.367358,2.765289,3.124978,2.781695,2.301827,2.477416,2.40128,2.507773,2.445508,2.975773,3.493208,2.291884,2.521401,2.067144,3.179947,2.25123,2.119856,2.673504,3.424977,2.363037,3.010875,3.033208,2.757801,2.648547,3.123512,2.091492,2.563407,2.890185,2.820727,2.603101,2.575281,2.734932,3.022276
Number of Active Electrodes,0,15,12,9,13,9,6,0,16,16,16,16,9,12,9,8,13,16,14,9,8,11,8,6,8,16,11,12,6,11,11,1,8,13,8,14,10,8,10,11,15,15,14,13,10,13,14,12
Weighted Mean Firing Rate (Hz),0,0.866204,0.665371,0.391496,0.415269,0.305964,0.198649,0,0.666759,0.974313,0.492433,0.395029,0.409639,0.526798,0.365701,0.35754,0.806784,1.11955,0.567699,0.500602,0.506387,0.250839,0.494168,0.479126,0.252985,0.585254,0.52854,0.582246,0.169953,0.568933,0.339098,0.093307,0.424327,0.557452,0.598723,0.48907,0.253929,0.458484,0.838323,0.584181,1.410719,0.692252,0.418376,0.519599,0.374563,0.364429,0.396953,0.364528
