Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,1/23/2017 9:57:46 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,1/23/2017 9:47:45 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well (Opaque)
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.0 Degrees C
   Heater Power,On
   AxIS Version,2.3.3.5
   MiddleMan Firmware,2.3.3.5
   Maestro Firmware,2.3.3.5
,
AxIS Batch Process,
   AxIS Version,2.5.1.10
   File Name,ON_20170118_MW1145-17_05_00(000).raw
   Requested File Section,0s to 15m0s
   Actual File Section Run,0s to 15m0s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,300 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,5 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Coincident Event Filter,None
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),50
   Minimum Participating Electrodes (%),35
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,False
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,900.5

Treatment Averages,
Total Wells,48
Number of Spikes - Avg,292
Number of Spikes - Std,378.3536
Mean Firing Rate (Hz) - Avg,0.020267
Mean Firing Rate (Hz) - Std,0.02626
Number of Active Electrodes - Avg,1.020833
Number of Active Electrodes - Std,1.296305
Weighted Mean Firing Rate (Hz) - Avg,0.152987
Weighted Mean Firing Rate (Hz) - Std,0.19427
Number of Bursts - Avg,0.020833
Number of Bursts - Std,0.144338
Burst Duration - Avg (s),0.20024
Burst Duration - Std (s),
Inter-Burst Interval - Avg (s),0.05006
Inter-Burst Interval - Std (s),
Burst Frequency - Avg (Hz),0.00111
Burst Frequency - Std (Hz),
Normalized Duration IQR - Avg,
Normalized Duration IQR - Std,
IBI Coefficient of Variation - Avg,
IBI Coefficient of Variation - Std,
Burst Percentage - Avg,0.007017
Burst Percentage - Std,0.046016
Number of Network Bursts - Avg,0
Number of Network Bursts - Std,0
Network Burst Frequency - Avg (Hz),
Network Burst Frequency - Std (Hz),
Network Burst Duration - Avg (sec),
Network Burst Duration - Std (sec),
Number of Elecs Participating in Burst - Avg,
Number of Elecs Participating in Burst - Std,
Network Burst Percentage - Avg,
Network Burst Percentage - Std,
Network IBI Coefficient of Variation - Avg,
Network IBI Coefficient of Variation - Std,
Network Normalized Duration IQR - Avg,
Network Normalized Duration IQR - Std,
Area Under Normalized Cross-Correlation - Avg,0.000704
Area Under Normalized Cross-Correlation - Std,0.000973
Area Under Cross-Correlation - Avg,3.7E-05
Area Under Cross-Correlation - Std,7.9E-05

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Spikes,1,0,114,105,10,7,0,0,94,97,39,36,1657,565,8,405,482,710,423,1,205,96,100,16,34,387,303,984,210,353,231,136,319,916,31,27,481,283,301,852,167,1601,485,79,286,365,2,12
Mean Firing Rate (Hz),6.9E-05,0,0.007912,0.007288,0.000694,0.000486,0,0,0.006524,0.006732,0.002707,0.002499,0.115006,0.039214,0.000555,0.028109,0.033454,0.049278,0.029359,6.9E-05,0.014228,0.006663,0.006941,0.00111,0.00236,0.02686,0.02103,0.068295,0.014575,0.0245,0.016033,0.009439,0.02214,0.063576,0.002152,0.001874,0.033384,0.019642,0.020891,0.059134,0.011591,0.111119,0.033662,0.005483,0.01985,0.025333,0.000139,0.000833
ISI Coefficient of Variation - Avg,,,0.840266,0.981528,,,,,,,,,1.203879,0.762323,,0.856904,1.059426,1.273976,1.968688,,1.014383,,1.329683,,,0.430397,0.888681,0.913207,,1.39937,0.825023,1.264761,0.663788,1.503275,,,0.476078,0.674669,1.030446,1.092039,0.877712,1.120938,1.08903,,0.99398,0.651029,,
Number of Active Electrodes,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,3,2,1,0,1,0,1,0,0,1,3,5,0,1,2,1,1,4,0,0,1,1,1,5,1,3,2,0,1,1,0,0
Weighted Mean Firing Rate (Hz),0,0,0.086619,0.116602,0,0,0,0,0,0,0,0,0.905053,0.254858,0,0.406441,0.175088,0.366463,0.418656,0,0.200999,0,0.107718,0,0,0.42754,0.111049,0.186119,0,0.219878,0.089395,0.117712,0.242088,0.231816,0,0,0.530816,0.245419,0.194336,0.17568,0.115491,0.589672,0.245974,0,0.188784,0.393115,0,0
Number of Bursts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Number of Bursting Electrodes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burst Duration - Avg (s),,,,,,,,,,,,,0.20024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burst Duration - Std (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
