Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,1/30/2017 10:11:40 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,1/30/2017 10:01:39 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well (Opaque)
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.0 Degrees C
   Heater Power,On
   AxIS Version,2.3.3.5
   MiddleMan Firmware,2.3.3.5
   Maestro Firmware,2.3.3.5
,
AxIS Batch Process,
   AxIS Version,2.5.1.10
   File Name,ON_20170118_MW1145-17_12_00(000).raw
   Requested File Section,0s to 15m0s
   Actual File Section Run,0s to 15m0s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,300 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,5 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Coincident Event Filter,None
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),50
   Minimum Participating Electrodes (%),35
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,False
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,900

Treatment Averages,
Total Wells,48
Number of Spikes - Avg,12038.604167
Number of Spikes - Std,6886.448323
Mean Firing Rate (Hz) - Avg,0.837538
Mean Firing Rate (Hz) - Std,0.479191
Number of Active Electrodes - Avg,14.375
Number of Active Electrodes - Std,3.342982
Weighted Mean Firing Rate (Hz) - Avg,0.875732
Weighted Mean Firing Rate (Hz) - Std,0.468571
Number of Bursts - Avg,563.416667
Number of Bursts - Std,267.026243
Burst Duration - Avg (s),0.188958
Burst Duration - Std (s),0.037747
Inter-Burst Interval - Avg (s),0.014677
Inter-Burst Interval - Std (s),0.002874
Burst Frequency - Avg (Hz),0.042889
Burst Frequency - Std (Hz),0.016727
Normalized Duration IQR - Avg,0.717852
Normalized Duration IQR - Std,0.216671
IBI Coefficient of Variation - Avg,1.155224
IBI Coefficient of Variation - Std,0.303196
Burst Percentage - Avg,84.203106
Burst Percentage - Std,8.069948
Number of Network Bursts - Avg,41.083333
Number of Network Bursts - Std,19.209742
Network Burst Frequency - Avg (Hz),0.047633
Network Burst Frequency - Std (Hz),0.019473
Network Burst Duration - Avg (sec),0.78853
Network Burst Duration - Std (sec),0.280893
Number of Elecs Participating in Burst - Avg,14.461773
Number of Elecs Participating in Burst - Std,14.461773
Network Burst Percentage - Avg,89.34739
Network Burst Percentage - Std,8.424428
Network IBI Coefficient of Variation - Avg,1.045568
Network IBI Coefficient of Variation - Std,0.342151
Network Normalized Duration IQR - Avg,1.295504
Network Normalized Duration IQR - Std,1.23035
Area Under Normalized Cross-Correlation - Avg,0.577287
Area Under Normalized Cross-Correlation - Std,0.115952
Area Under Cross-Correlation - Avg,3.065279
Area Under Cross-Correlation - Std,2.63304

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Spikes,0,0,11238,14494,3432,6679,6119,7206,17143,9708,7839,8684,10445,10971,7252,8895,42610,13244,14465,12007,13139,7532,6003,11941,15118,11088,9879,13337,15306,11629,8623,20626,21442,20569,9792,5852,12235,10093,5734,15800,14712,20679,20306,20839,17505,10230,7036,8377
Mean Firing Rate (Hz),0,0,0.780417,1.006528,0.238333,0.463819,0.424931,0.500417,1.190486,0.674167,0.544375,0.603056,0.725347,0.761875,0.503611,0.617708,2.959028,0.919722,1.004514,0.833819,0.912431,0.523056,0.416875,0.829236,1.049861,0.77,0.686042,0.926181,1.062917,0.807569,0.598819,1.432361,1.489028,1.428403,0.68,0.406389,0.849653,0.700903,0.398194,1.17037,1.021667,1.436042,1.410139,1.447153,1.215625,0.710417,0.488611,0.581736
ISI Coefficient of Variation - Avg,,,5.931457,3.867899,3.644208,4.176072,4.192493,5.033742,6.54675,4.025111,3.076131,5.580454,4.88775,7.604075,5.490475,3.19731,4.876267,5.624499,3.441611,3.720612,4.922977,6.925399,4.149204,6.421176,4.230095,2.844571,5.286787,5.7119,4.260379,4.151015,6.253643,3.724415,5.250421,7.886306,5.698769,3.664801,4.117715,4.266231,6.888052,7.861744,3.545558,8.881242,5.898562,3.239197,5.380574,5.254779,7.775748,5.068088
Number of Active Electrodes,0,0,14,16,11,12,14,15,16,15,12,16,15,16,14,14,16,16,16,16,16,16,11,16,15,16,16,16,16,15,16,15,16,16,16,12,16,15,16,15,15,16,16,16,14,16,14,13
Weighted Mean Firing Rate (Hz),0,0,0.887302,1.006528,0.334747,0.617685,0.481587,0.529185,1.190486,0.713926,0.721759,0.603056,0.771852,0.761875,0.575317,0.698492,2.959028,0.919722,1.004514,0.833819,0.912431,0.523056,0.587879,0.829236,1.115185,0.77,0.686042,0.926181,1.062917,0.861407,0.598819,1.52363,1.489028,1.428403,0.68,0.539444,0.849653,0.742148,0.398194,1.17037,1.085333,1.436042,1.410139,1.447153,1.383651,0.710417,0.553889,0.70359
