Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,9/19/2016 11:38:30 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,9/19/2016 11:28:30 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well (Opaque)
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.0 Degrees C
   Heater Power,On
   AxIS Version,2.3.3.5
   MiddleMan Firmware,2.3.3.5
   Maestro Firmware,2.3.3.5
,
AxIS Batch Process,
   AxIS Version,2.5.1.10
   File Name,ON_20160907_MW1140-20_12_00(000).raw
   Requested File Section,0s to 14m59s
   Actual File Section Run,0s to 14m59s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,300 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,5 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Coincident Event Filter,None
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),50
   Minimum Participating Electrodes (%),35
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,False
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,899

Treatment Averages,
Total Wells,48
Number of Spikes - Avg,21775.666667
Number of Spikes - Std,14900.131599
Mean Firing Rate (Hz) - Avg,1.516485
Mean Firing Rate (Hz) - Std,1.036966
Number of Active Electrodes - Avg,11.4375
Number of Active Electrodes - Std,7.118768
Weighted Mean Firing Rate (Hz) - Avg,1.535675
Weighted Mean Firing Rate (Hz) - Std,1.033449
Number of Bursts - Avg,840.895833
Number of Bursts - Std,588.943744
Burst Duration - Avg (s),0.248665
Burst Duration - Std (s),0.040365
Inter-Burst Interval - Avg (s),0.01986
Inter-Burst Interval - Std (s),0.002801
Burst Frequency - Avg (Hz),0.081967
Burst Frequency - Std (Hz),0.020603
Normalized Duration IQR - Avg,0.719956
Normalized Duration IQR - Std,0.146284
IBI Coefficient of Variation - Avg,1.184873
IBI Coefficient of Variation - Std,0.27863
Burst Percentage - Avg,63.848757
Burst Percentage - Std,22.901942
Number of Network Bursts - Avg,62.0625
Number of Network Bursts - Std,47.770465
Network Burst Frequency - Avg (Hz),0.097461
Network Burst Frequency - Std (Hz),0.034162
Network Burst Duration - Avg (sec),0.910394
Network Burst Duration - Std (sec),0.177511
Number of Elecs Participating in Burst - Avg,14.283825
Number of Elecs Participating in Burst - Std,14.283825
Network Burst Percentage - Avg,74.433962
Network Burst Percentage - Std,10.485008
Network IBI Coefficient of Variation - Avg,0.995834
Network IBI Coefficient of Variation - Std,0.234262
Network Normalized Duration IQR - Avg,0.727914
Network Normalized Duration IQR - Std,0.26341
Area Under Normalized Cross-Correlation - Avg,0.368672
Area Under Normalized Cross-Correlation - Std,0.188265
Area Under Cross-Correlation - Avg,3.771752
Area Under Cross-Correlation - Std,2.870699

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Spikes,31159,36959,49049,41807,29346,34962,35361,28160,37182,25684,25904,28658,26685,28665,28160,37096,30550,33536,23801,26971,25590,25860,39849,30307,2,31477,14837,19220,24641,26382,21757,33196,1,40800,11427,0,1,0,1,0,0,36928,23256,1,2,2,0,0
Mean Firing Rate (Hz),2.166226,2.569452,3.409969,2.906493,2.040184,2.430617,2.458357,1.957731,2.584956,1.785595,1.80089,1.992353,1.855186,1.992839,1.957731,2.578977,2.123888,2.331479,1.654686,2.000074,1.77906,1.797831,2.77037,2.106994,0.000139,2.188334,1.031493,1.336207,1.713084,1.834121,1.512583,2.307842,7E-05,2.836485,0.794424,0,7E-05,0,7E-05,0,0,2.567297,1.616796,7E-05,0.000139,0.000139,0,0
ISI Coefficient of Variation - Avg,3.81652,3.734874,3.695784,3.754022,2.974194,4.35058,3.118521,3.392497,3.713874,4.266011,4.400524,3.178588,3.312157,3.290403,4.247188,3.329842,3.275574,3.847124,3.67009,4.326445,3.231239,2.771058,3.988161,3.362589,,3.910725,4.119489,3.223819,4.105984,3.289663,3.314364,1.639539,,3.520887,1.141857,,,,,,,4.139082,3.508,,,,,
Number of Active Electrodes,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,0,16,15,15,16,16,16,15,0,16,9,0,0,0,0,0,0,16,16,0,0,0,0,0
Weighted Mean Firing Rate (Hz),2.166226,2.569452,3.409969,2.906493,2.040184,2.430617,2.458357,1.957731,2.584956,1.785595,1.80089,1.992353,1.855186,1.992839,1.957731,2.578977,2.123888,2.331479,1.654686,2.000074,1.77906,1.797831,2.77037,2.106994,0,2.188334,1.098257,1.420245,1.713084,1.834121,1.512583,2.461698,0,2.836485,1.411568,0,0,0,0,0,0,2.567297,1.616796,0,0,0,0,0
Number of Bursts,1197,1357,1932,1675,1142,1079,1460,999,1277,1051,860,1306,972,1228,1112,1784,1227,1197,934,967,1040,966,1494,896,0,1329,806,689,1061,1143,876,886,0,1825,354,0,0,0,0,0,0,1386,856,0,0,0,0,0
