Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,1/25/2017 10:05:15 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,1/25/2017 9:55:14 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well (Opaque)
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.0 Degrees C
   Heater Power,On
   AxIS Version,2.3.3.5
   MiddleMan Firmware,2.3.3.5
   Maestro Firmware,2.3.3.5
,
AxIS Batch Process,
   AxIS Version,2.5.1.10
   File Name,ON_20170118_MW1145-17_07_00(000).raw
   Requested File Section,0s to 15m0s
   Actual File Section Run,0s to 15m0s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,300 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,5 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Coincident Event Filter,None
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),50
   Minimum Participating Electrodes (%),35
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,False
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00,#00FF00
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,900.75

Treatment Averages,
Total Wells,48
Number of Spikes - Avg,3729.395833
Number of Spikes - Std,2885.029885
Mean Firing Rate (Hz) - Avg,0.259776
Mean Firing Rate (Hz) - Std,0.202676
Number of Active Electrodes - Avg,6.979167
Number of Active Electrodes - Std,4.007915
Weighted Mean Firing Rate (Hz) - Avg,0.489466
Weighted Mean Firing Rate (Hz) - Std,0.297847
Number of Bursts - Avg,104.145833
Number of Bursts - Std,85.703594
Burst Duration - Avg (s),0.176399
Burst Duration - Std (s),0.037241
Inter-Burst Interval - Avg (s),0.031938
Inter-Burst Interval - Std (s),0.006017
Burst Frequency - Avg (Hz),0.019282
Burst Frequency - Std (Hz),0.008342
Normalized Duration IQR - Avg,0.399832
Normalized Duration IQR - Std,0.1199
IBI Coefficient of Variation - Avg,0.642479
IBI Coefficient of Variation - Std,0.140149
Burst Percentage - Avg,22.639278
Burst Percentage - Std,12.697534
Number of Network Bursts - Avg,11.625
Number of Network Bursts - Std,13.270708
Network Burst Frequency - Avg (Hz),0.026934
Network Burst Frequency - Std (Hz),0.008289
Network Burst Duration - Avg (sec),0.631885
Network Burst Duration - Std (sec),0.139758
Number of Elecs Participating in Burst - Avg,12.198939
Number of Elecs Participating in Burst - Std,12.198939
Network Burst Percentage - Avg,34.415837
Network Burst Percentage - Std,16.444606
Network IBI Coefficient of Variation - Avg,0.526368
Network IBI Coefficient of Variation - Std,0.109976
Network Normalized Duration IQR - Avg,0.327143
Network Normalized Duration IQR - Std,0.105967
Area Under Normalized Cross-Correlation - Avg,0.072153
Area Under Normalized Cross-Correlation - Std,0.051414
Area Under Cross-Correlation - Avg,0.049181
Area Under Cross-Correlation - Std,0.057969

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Spikes,1,0,1799,5115,124,145,41,0,3990,5795,603,9410,5672,5332,1845,1989,11347,3712,4160,1845,2004,3891,4209,3487,2610,699,5403,10437,6154,5724,6909,5573,2634,9253,5336,967,931,2569,4142,7209,1874,5049,2953,2791,4810,6885,791,792
Mean Firing Rate (Hz),6.9E-05,0,0.124827,0.354913,0.008604,0.010061,0.002845,0,0.276853,0.402095,0.04184,0.652928,0.393561,0.369969,0.128018,0.13801,0.78733,0.257563,0.288648,0.128018,0.139051,0.269983,0.292048,0.241951,0.181099,0.048501,0.374896,0.772467,0.427005,0.397169,0.479392,0.386692,0.182764,0.642034,0.370247,0.067097,0.064599,0.178254,0.287399,0.500208,0.130031,0.350333,0.204899,0.193658,0.33375,0.477727,0.054885,0.054954
ISI Coefficient of Variation - Avg,,,1.485294,1.594331,1.298241,1.482843,,,1.651947,1.328532,1.890084,1.746863,1.260973,2.079304,1.783995,1.784899,1.323441,1.379899,1.830201,1.999796,1.469113,1.366387,1.238891,1.874711,2.072204,1.674834,1.452408,1.630007,1.553639,2.126056,1.676669,1.639717,2.018298,2.119751,1.624704,1.643576,1.928052,1.559757,1.243799,1.816482,1.47935,2.345344,1.646552,1.216301,1.831896,1.525847,1.835199,1.548841
Number of Active Electrodes,0,0,7,8,1,1,0,0,10,9,3,10,8,12,5,4,12,10,13,5,7,9,5,13,8,3,9,13,11,10,9,9,9,12,9,4,1,3,5,11,4,12,10,8,10,7,4,2
Weighted Mean Firing Rate (Hz),0,0,0.261211,0.702054,0.086595,0.095476,0,0,0.435637,0.709656,0.174299,1.037469,0.779628,0.48034,0.385012,0.47627,1.036266,0.403331,0.354491,0.348154,0.290869,0.460234,0.914571,0.294028,0.33375,0.216116,0.650569,0.88849,0.608887,0.614821,0.828199,0.671292,0.311099,0.844574,0.642798,0.256731,0.784901,0.883708,0.862614,0.715464,0.44574,0.457952,0.301971,0.355537,0.522009,1.060862,0.14932,0.361366
Number of Bursts,0,0,69,151,0,0,0,0,125,80,31,145,94,199,70,24,242,177,238,81,46,69,46,219,144,29,97,230,175,195,231,101,132,339,131,25,38,46,65,150,33,306,98,44,130,92,42,20
